date,solar,wind_onshore,wind_offshore
2019-10-10,81450,544135,127987
2019-10-11,84290,707584,128399
2019-10-12,117207,437064,115330
2019-10-13,116802,388646,77887
2019-10-14,133346,238544,75567
2019-10-15,101408,151596,62464
2019-10-16,81081,373797,54829
2019-10-17,78599,258465,47703
2019-10-18,78194,431463,108348
2019-10-19,45644,329000,122871
2019-10-20,71233,115122,25145
2019-10-21,59208,138513,40791
2019-10-22,72048,107735,56434
2019-10-23,68112,146505,25826
2019-10-24,64379,219852,67558
2019-10-25,83120,414260,123143
2019-10-26,101403,606624,110448
2019-10-27,61644,468208,113094
2019-10-28,70352,203659,70057
2019-10-29,59781,116184,18391
2019-10-30,79758,119477,4557
2019-10-31,102159,155491,34851
2019-11-01,38141,343309,84367
2019-11-02,41255,485111,113524
2019-11-03,35289,232186,59472
2019-11-04,47399,225969,36879
2019-11-05,36069,156834,55342
2019-11-06,31666,93748,12990
2019-11-07,55463,230036,63370
2019-11-08,33068,98557,44016
2019-11-09,31003,128978,35451
2019-11-10,63537,86314,47817
2019-11-11,38960,318869,109856
2019-11-12,36577,392597,128312
2019-11-13,30328,260928,89214
2019-11-14,70693,295677,55267
2019-11-15,25056,357375,115725
2019-11-16,32714,250261,78326
2019-11-17,20437,245141,56803
2019-11-18,29484,285318,124080
2019-11-19,36986,286766,95289
2019-11-20,21864,28423,8349
2019-11-21,19369,83740,51215
2019-11-22,29919,215130,67492
2019-11-23,47931,479672,143715
2019-11-24,38698,188514,102711
2019-11-25,14042,45410,17138
2019-11-26,22544,177261,58090
2019-11-27,16648,462261,83220
2019-11-28,25014,750164,107549
2019-11-29,30993,486141,132751
2019-11-30,47192,151257,43814
2019-12-01,21523,102434,31861
2019-12-02,31111,247830,96288
2019-12-03,34257,183913,91917
2019-12-04,58743,184180,94799
2019-12-05,46239,307221,128987
2019-12-06,31164,748908,111330
2019-12-07,19174,700477,141143
2019-12-08,24022,796866,122041
2019-12-09,29477,616060,133881
2019-12-10,44928,446251,103973
2019-12-11,21415,349202,87086
2019-12-12,16560,301428,101856
2019-12-13,16947,472231,82766
2019-12-14,22428,710415,132816
2019-12-15,28173,712449,141197
2019-12-16,28047,330576,110791
2019-12-17,33313,484899,61980
2019-12-18,30354,304221,102823
2019-12-19,42516,418616,139578
2019-12-20,27681,511405,142004
2019-12-21,31493,313254,115953
2019-12-22,15887,354184,65590
2019-12-23,16594,489597,122481
2019-12-24,18830,405610,49581
2019-12-25,13417,251421,42226
2019-12-26,27332,114067,18672
2019-12-27,20958,106453,40135
2019-12-28,36239,92505,66626
2019-12-29,54910,227954,121886
2019-12-30,53215,535847,133426
2019-12-31,36562,343630,81593
2020-01-01,50890,147268,72658
2020-01-02,39748,258603,146171
2020-01-03,18258,635031,140484
2020-01-04,13149,674330,109957
2020-01-05,24915,220934,96105
2020-01-06,38147,255920,140443
2020-01-07,15297,381171,114564
2020-01-08,9752,453260,97504
2020-01-09,24299,447866,95761
2020-01-10,30642,524888,84119
2020-01-11,36985,404544,124244
2020-01-12,34331,657975,124335
2020-01-13,26594,354571,108039
2020-01-14,38277,789605,130510
2020-01-15,64195,724446,114599
2020-01-16,65847,339849,121840
2020-01-17,55952,452030,123897
2020-01-18,30097,388751,119307
2020-01-19,30766,171375,105121
2020-01-20,45220,154360,74621
2020-01-21,64770,263220,102242
2020-01-22,25263,185328,48107
2020-01-23,28911,67790,45463
2020-01-24,46760,126927,76783
2020-01-25,28657,91656,78080
2020-01-26,37585,151324,91317
2020-01-27,40022,452667,104579
2020-01-28,25045,715952,103674
2020-01-29,25078,723899,128806
2020-01-30,46173,718737,128895
2020-01-31,35549,760300,131874
2020-02-01,32689,775413,138686
2020-02-02,17592,518890,45992
2020-02-03,21534,542534,114282
2020-02-04,48562,586035,112980
2020-02-05,86933,311551,56292
2020-02-06,63027,242289,46697
2020-02-07,76514,182363,59157
2020-02-08,87451,331930,109284
2020-02-09,79888,754112,88281
2020-02-10,54886,848431,120707
2020-02-11,52325,915568,118522
2020-02-12,52811,821371,122310
2020-02-13,42080,485602,88621
2020-02-14,34409,229451,54152
2020-02-15,95772,552025,132855
2020-02-16,43997,842567,93418
2020-02-17,45507,723714,131705
2020-02-18,69033,790801,133822
2020-02-19,57646,674202,124372
2020-02-20,46842,619924,135108
2020-02-21,94619,716647,141467
2020-02-22,78893,878303,108577
2020-02-23,20058,754761,120134
2020-02-24,43590,551448,108199
2020-02-25,62137,711286,115658
2020-02-26,57299,409841,43650
2020-02-27,50276,254589,67115
2020-02-28,81112,518381,130231
2020-02-29,73689,727725,133222
2020-03-01,99172,617948,112257
2020-03-02,97522,238676,39898
2020-03-03,70086,255240,27622
2020-03-04,85189,192946,30905
2020-03-05,77333,292220,51983
2020-03-06,36517,447635,97046
2020-03-07,70396,339536,66203
2020-03-08,104851,470099,129387
2020-03-09,78715,279082,64501
2020-03-10,30463,800296,139889
2020-03-11,80255,607664,138840
2020-03-12,112345,801940,119273
2020-03-13,118822,674269,100876
2020-03-14,149403,191977,76387
2020-03-15,175573,483502,125348
2020-03-16,176784,151306,49758
2020-03-17,116976,186121,124554
2020-03-18,163366,294674,77744
2020-03-19,145197,55969,9093
2020-03-20,105592,195442,63331
2020-03-21,90828,544567,134829
2020-03-22,211172,464515,116567
2020-03-23,227668,364427,122885
2020-03-24,225093,330605,101878
2020-03-25,224392,377500,54514
2020-03-26,188848,410788,41522
2020-03-27,207744,332571,65882
2020-03-28,210558,282411,108805
2020-03-29,79375,528363,114772
2020-03-30,164729,209377,86709
2020-03-31,179102,116151,30783
2020-04-01,212147,202776,96622
2020-04-02,191795,357477,140756
2020-04-03,137598,307418,98495
2020-04-04,211404,119705,58008
2020-04-05,239149,403251,111486
2020-04-06,235172,276195,90302
2020-04-07,224427,151517,23805
2020-04-08,226347,118701,19654
2020-04-09,211219,137042,31083
2020-04-10,224637,92686,5814
2020-04-11,235133,67626,26771
2020-04-12,211054,129983,52833
2020-04-13,164063,435521,116514
2020-04-14,186880,246998,88151
2020-04-15,231430,231089,87756
2020-04-16,230060,130131,27473
2020-04-17,230368,81211,17150
2020-04-18,194706,172351,64979
2020-04-19,211858,352447,77940
2020-04-20,252988,555375,90233
2020-04-21,254123,620133,103936
2020-04-22,262249,434265,108751
2020-04-23,256266,104215,16781
2020-04-24,219716,283120,81904
2020-04-25,212147,144528,29333
2020-04-26,235881,34767,9983
2020-04-27,223722,68791,23645
2020-04-28,148092,127508,10179
2020-04-29,116190,181152,29503
2020-04-30,125449,358844,90478
2020-05-01,149671,336235,45303
2020-05-02,144741,309449,29245
2020-05-03,177447,108052,16731
2020-05-04,140003,143845,47978
2020-05-05,200483,197087,34969
2020-05-06,263725,201331,40555
2020-05-07,253925,92519,23971
2020-05-08,253178,49556,23004
2020-05-09,203286,73010,1758
2020-05-10,163642,193923,83796
2020-05-11,82936,495884,121870
2020-05-12,213634,199978,74910
2020-05-13,148064,119353,61743
2020-05-14,173379,174206,33264
2020-05-15,186341,211711,86154
2020-05-16,241074,205565,74015
2020-05-17,252965,218838,98431
2020-05-18,242700,195630,80263
2020-05-19,227033,141014,37772
2020-05-20,178788,45309,1015
2020-05-21,266888,62778,16915
2020-05-22,155352,215615,101510
2020-05-23,111947,330704,115919
2020-05-24,179552,409879,96540
2020-05-25,154951,308790,59643
2020-05-26,227523,38745,1178
2020-05-27,255970,115185,37564
2020-05-28,242293,226044,24096
2020-05-29,245473,132792,15515
2020-05-30,222115,229383,21089
2020-05-31,237455,255606,62315
2020-06-01,290429,193088,50031
2020-06-02,276706,85168,14238
2020-06-03,233551,95018,82474
2020-06-04,102425,153837,90542
2020-06-05,142098,395366,66115
2020-06-06,163693,371491,120988
2020-06-07,132175,205018,36299
2020-06-08,181642,42141,15919
2020-06-09,129343,90278,1577
2020-06-10,115419,114286,24537
2020-06-11,126933,117727,115217
2020-06-12,249785,185948,104439
2020-06-13,222197,191441,96551
2020-06-14,88180,199451,70899
2020-06-15,137576,98430,28004
2020-06-16,163683,21823,3955
2020-06-17,188835,77989,24817
2020-06-18,171939,107257,25949
2020-06-19,153272,135203,9305
2020-06-20,170332,228330,17090
2020-06-21,226352,87153,27477
2020-06-22,226095,135754,12414
2020-06-23,279510,77265,8575
2020-06-24,269499,128796,21293
2020-06-25,232674,182739,58306
2020-06-26,250518,129470,41093
2020-06-27,227563,153307,19934
2020-06-28,165157,226137,75108
2020-06-29,191913,257551,92174
2020-06-30,209320,455007,79307
2020-07-01,204011,268396,42615
2020-07-02,178918,152895,13812
2020-07-03,204648,202708,59961
2020-07-04,209036,479528,128397
2020-07-05,168853,532420,100440
2020-07-06,205721,541403,122176
2020-07-07,222841,200967,87855
2020-07-08,146685,95092,29290
2020-07-09,167001,156938,12351
2020-07-10,170571,306385,60588
2020-07-11,193818,128490,54592
2020-07-12,242624,92426,33158
2020-07-13,270671,42335,23090
2020-07-14,213881,84364,25706
2020-07-15,127032,47726,4300
2020-07-16,107956,49293,4685
2020-07-17,180141,40791,5166
2020-07-18,216212,16636,18254
2020-07-19,226897,56301,18115
2020-07-20,215316,128260,26447
2020-07-21,237878,121196,36905
2020-07-22,242067,66657,16159
2020-07-23,238937,46209,53784
2020-07-24,183021,207710,39263
2020-07-25,185564,107531,57520
2020-07-26,165992,236147,79421
2020-07-27,200065,155959,79496
2020-07-28,198205,399346,130769
2020-07-29,238254,282454,126329
2020-07-30,259558,93412,45373
2020-07-31,261944,79688,34235
2020-08-01,213471,141314,66627
2020-08-02,117011,98602,31348
2020-08-03,138635,76701,7445
2020-08-04,154656,62636,28516
2020-08-05,251492,143218,88786
2020-08-06,260255,94651,22774
2020-08-07,250792,62709,14600
2020-08-08,241363,52908,6465
2020-08-09,214062,98300,37502
2020-08-10,202978,142819,65290
2020-08-11,217299,223723,87299
2020-08-12,225155,198476,95844
2020-08-13,148753,128223,74072
2020-08-14,142358,53067,25967
2020-08-15,163129,36211,27902
2020-08-16,219943,121131,25456
2020-08-17,150735,91665,9976
2020-08-18,167780,71534,9004
2020-08-19,215008,58420,25694
2020-08-20,194690,149425,54029
2020-08-21,189329,238930,104927
2020-08-22,122650,320298,122885
2020-08-23,159761,370973,81551
2020-08-24,147618,200272,19325
2020-08-25,162804,256121,80506
2020-08-26,140183,824407,97955
2020-08-27,159374,268494,33856
2020-08-28,131684,237025,88604
2020-08-29,123444,158672,39127
2020-08-30,90344,101119,67156
2020-08-31,121783,82120,26490
2020-09-01,131697,69994,17857
2020-09-02,173261,42807,14437
2020-09-03,158747,266979,90232
2020-09-04,156528,202324,77740
2020-09-05,123701,182760,108558
2020-09-06,149486,126911,42182
2020-09-07,182574,98090,60256
2020-09-08,176559,274653,85006
2020-09-09,174693,248049,119107
2020-09-10,164201,87515,37083
2020-09-11,184683,54364,77190
2020-09-12,187815,227359,102907
2020-09-13,197050,166270,107045
2020-09-14,203550,72789,16593
2020-09-15,197296,57251,4237
2020-09-16,162081,171500,83506
2020-09-17,172411,253200,49395
2020-09-18,205156,226143,30950
2020-09-19,193839,198229,50404
2020-09-20,198044,139926,22177
2020-09-21,192068,43900,1412
2020-09-22,177593,30860,5971
2020-09-23,120595,173113,75864
2020-09-24,132670,390486,112879
2020-09-25,65115,246967,65395
2020-09-26,36650,318904,73112
2020-09-27,96856,108265,78260
2020-09-28,111763,56155,17853
2020-09-29,88967,53928,19290
2020-09-30,115781,58239,69794
